,区县id,站名id,年份,月份,日期,日照时数（单位：h),日平均风速(单位：m/s),日降水量（mm）,日最高温度（单位：℃）,日最低温度（单位：℃）,日平均温度（单位：℃）,日相对湿度（单位：%）,日平均气压（单位：hPa）
17717,county20,1,2015,7,5,0.0,3.0,3.0,23.5,20.1,21.6,87.0,985.2
17718,county20,1,2015,7,6,0.7,2.7,2.7,24.5,21.3,22.4,83.0,984.2
17719,county20,1,2015,7,7,4.7,3.3,3.3,26.8,21.1,23.5,72.0,984.4
17720,county20,1,2015,7,8,0.3,3.1,3.1,25.8,21.3,23.6,72.0,984.5
17721,county20,1,2015,7,9,0.0,2.5,2.5,25.2,22.3,23.5,80.0,983.9
17722,county20,1,2015,7,10,0.0,2.6,2.6,25.0,22.1,23.4,91.0,983.8
17723,county20,1,2015,7,11,3.5,1.6,1.6,30.6,23.4,26.7,80.0,982.0
17724,county20,1,2015,7,12,11.5,1.1,1.1,34.9,23.6,28.7,74.0,980.4
17725,county20,1,2015,7,13,11.5,1.6,1.6,37.2,24.7,30.3,70.0,980.0
17726,county20,1,2015,7,14,8.2,1.6,1.6,36.8,26.2,30.4,70.0,978.8
17727,county20,1,2015,7,15,7.7,2.0,2.0,34.2,25.4,29.5,73.0,977.6
17728,county20,1,2015,7,16,0.0,1.5,1.5,31.2,23.1,25.5,91.0,978.7
17729,county20,1,2015,7,17,6.6,2.2,2.2,30.0,23.1,25.8,77.0,981.6
17730,county20,1,2015,7,18,5.3,2.3,2.3,30.5,23.1,26.1,75.0,982.1
17731,county20,1,2015,7,19,2.9,2.3,2.3,29.8,23.3,26.3,78.0,982.2
17732,county20,1,2015,7,20,7.7,2.4,2.4,32.5,24.4,28.2,77.0,981.8
17733,county20,1,2015,7,21,6.8,1.9,1.9,33.5,25.6,28.5,76.0,982.5
17734,county20,1,2015,7,22,7.0,2.3,2.3,32.9,25.5,29.1,74.0,981.9
17735,county20,1,2015,7,23,0.0,1.8,1.8,30.5,26.3,27.8,78.0,981.0
17736,county20,1,2015,7,24,1.6,1.5,1.5,30.6,24.0,25.4,91.0,981.6
17737,county20,1,2015,7,25,3.2,1.2,1.2,30.2,23.8,25.7,88.0,981.3
17738,county20,1,2015,7,26,1.1,1.1,1.1,28.7,23.6,25.0,95.0,983.0
17739,county20,1,2015,7,27,4.2,1.4,1.4,30.7,24.2,26.6,84.0,985.3
17740,county20,1,2015,7,28,9.2,1.3,1.3,32.7,24.4,28.0,76.0,986.7
17741,county20,1,2015,7,29,9.6,1.4,1.4,31.8,23.5,27.4,73.0,986.4
17742,county20,1,2015,7,30,7.8,1.1,1.1,32.7,24.4,27.9,72.0,986.0
17743,county20,1,2015,7,31,6.5,1.5,1.5,33.0,24.6,28.3,70.0,986.3
17957,county20,1,2016,3,1,9.8,2.1,2.1,25.2,8.3,15.9,59.0,999.1
17958,county20,1,2016,3,2,9.2,1.5,1.5,25.9,11.5,17.6,58.0,997.1
17959,county20,1,2016,3,3,0.3,1.5,1.5,20.4,13.7,16.9,69.0,995.6
17960,county20,1,2016,3,4,1.5,1.8,1.8,23.1,14.8,18.7,73.0,992.8
17961,county20,1,2016,3,5,0.0,1.1,1.1,20.6,16.6,17.3,89.0,993.1
17962,county20,1,2016,3,6,6.2,1.6,1.6,23.6,15.7,18.6,84.0,993.0
17963,county20,1,2016,3,7,0.0,1.1,1.1,24.1,17.5,20.1,82.0,988.3
17964,county20,1,2016,3,8,2.1,3.7,3.7,25.1,12.8,19.1,82.0,986.3
17965,county20,1,2016,3,9,0.0,6.1,6.1,12.8,6.7,8.1,83.0,996.7
17966,county20,1,2016,3,10,0.0,6.3,6.3,6.9,2.9,4.3,81.0,1005.5
17967,county20,1,2016,3,11,0.0,1.5,1.5,8.5,3.9,6.2,73.0,1003.4
17968,county20,1,2016,3,12,0.0,1.1,1.1,9.7,4.8,7.0,90.0,994.4
17969,county20,1,2016,3,13,0.0,2.8,2.8,10.4,7.9,9.1,91.0,996.2
17970,county20,1,2016,3,14,6.6,2.6,2.6,16.6,9.6,12.5,66.0,998.5
17971,county20,1,2016,3,15,0.0,0.8,0.8,15.6,11.4,13.4,71.0,993.5
17972,county20,1,2016,3,16,0.0,1.3,1.3,15.3,11.4,13.3,85.0,991.6
17973,county20,1,2016,3,17,0.0,2.1,2.1,14.6,12.2,13.1,92.0,990.3
17974,county20,1,2016,3,18,0.4,1.5,1.5,19.6,12.7,15.0,88.0,989.6
17975,county20,1,2016,3,19,1.6,1.9,1.9,21.8,12.3,16.6,85.0,990.6
17976,county20,1,2016,3,20,0.0,2.9,2.9,18.8,16.3,16.7,95.0,989.0
17977,county20,1,2016,3,21,0.0,4.0,4.0,17.1,14.7,15.6,91.0,991.1
17978,county20,1,2016,3,22,0.0,3.0,3.0,14.7,12.5,13.1,94.0,990.6
17979,county20,1,2016,3,23,0.0,4.4,4.4,14.2,11.3,12.7,92.0,995.5
17980,county20,1,2016,3,24,0.7,4.1,4.1,14.1,10.3,11.8,80.0,1002.8
17981,county20,1,2016,3,25,9.4,1.2,1.2,18.5,9.0,12.7,67.0,1003.3
17982,county20,1,2016,3,26,0.3,2.7,2.7,16.0,7.3,11.7,72.0,1002.9
17983,county20,1,2016,3,27,8.9,2.5,2.5,20.1,8.6,14.1,56.0,1003.6
17984,county20,1,2016,3,28,1.7,1.1,1.1,17.7,7.7,12.9,64.0,1000.0
17985,county20,1,2016,3,29,0.0,1.0,1.0,16.2,13.5,14.7,67.0,996.9
17986,county20,1,2016,3,30,0.0,2.1,2.1,14.9,12.6,13.2,95.0,995.8
17987,county20,1,2016,3,31,7.0,1.2,1.2,24.9,12.5,17.4,79.0,993.4
17988,county20,1,2016,4,1,0.0,1.7,1.7,25.0,17.4,20.8,75.0,988.6
17989,county20,1,2016,4,2,2.3,1.6,1.6,27.9,19.5,23.3,78.0,988.1
17990,county20,1,2016,4,3,3.7,4.2,4.2,28.6,19.5,23.1,76.0,988.2
17991,county20,1,2016,4,4,0.7,4.1,4.1,19.5,13.2,15.7,84.0,990.2
17992,county20,1,2016,4,5,0.3,1.9,1.9,21.5,15.8,18.2,80.0,987.1
17993,county20,1,2016,4,6,0.0,1.1,1.1,23.1,18.7,20.6,95.0,984.0
17994,county20,1,2016,4,7,0.0,3.8,3.8,21.9,15.4,17.1,95.0,989.7
17995,county20,1,2016,4,8,1.8,2.4,2.4,21.6,15.7,17.9,85.0,991.6
17996,county20,1,2016,4,9,0.0,2.9,2.9,18.7,17.2,17.6,92.0,987.8
17997,county20,1,2016,4,10,0.2,2.3,2.3,21.6,17.1,18.8,89.0,987.4
17998,county20,1,2016,4,11,1.5,1.4,1.4,24.3,17.8,20.6,81.0,988.3
17999,county20,1,2016,4,12,0.0,1.1,1.1,21.6,17.3,18.4,95.0,984.3
18000,county20,1,2016,4,13,0.7,1.9,1.9,22.5,18.5,19.8,90.0,983.4
18001,county20,1,2016,4,14,0.0,2.4,2.4,23.2,18.6,20.5,89.0,985.2
18002,county20,1,2016,4,15,2.1,0.9,0.9,28.1,19.8,22.9,84.0,984.3
18003,county20,1,2016,4,16,9.7,4.5,4.5,32.0,21.3,24.8,71.0,983.1
18004,county20,1,2016,4,17,0.0,4.3,4.3,23.8,14.6,17.6,78.0,989.8
18005,county20,1,2016,4,18,11.3,3.4,3.4,22.9,12.4,17.4,69.0,994.6
18006,county20,1,2016,4,19,1.3,1.0,1.0,24.7,15.1,19.6,79.0,990.2
18007,county20,1,2016,4,20,0.9,1.7,1.7,26.5,20.1,22.1,89.0,986.6
18008,county20,1,2016,4,21,5.7,1.9,1.9,25.6,18.1,21.2,79.0,989.7
18009,county20,1,2016,4,22,1.5,2.3,2.3,25.4,19.0,21.3,89.0,984.4
18010,county20,1,2016,4,23,0.0,2.4,2.4,25.8,19.2,21.7,85.0,984.1
18011,county20,1,2016,4,24,0.0,3.4,3.4,19.1,17.8,18.3,87.0,988.0
18012,county20,1,2016,4,25,0.0,2.6,2.6,19.2,16.6,17.6,91.0,987.8
18013,county20,1,2016,4,26,0.0,2.8,2.8,20.6,17.2,18.5,91.0,987.4
18014,county20,1,2016,4,27,2.4,2.4,2.4,25.1,17.7,20.9,78.0,989.3
18015,county20,1,2016,4,28,2.9,1.7,1.7,24.3,16.4,20.0,81.0,991.1
18016,county20,1,2016,4,29,0.0,0.7,0.7,21.9,17.1,18.9,87.0,992.6
18017,county20,1,2016,4,30,1.0,1.6,1.6,21.6,16.0,17.9,90.0,988.9
18018,county20,1,2016,5,1,1.4,1.3,1.3,26.7,18.3,22.0,86.0,985.3
18019,county20,1,2016,5,2,4.4,2.0,2.0,30.3,21.9,25.3,81.0,983.8
18020,county20,1,2016,5,3,7.8,4.3,4.3,29.5,20.3,24.1,63.0,989.3
18021,county20,1,2016,5,4,0.0,1.6,1.6,25.7,20.6,22.7,81.0,985.6
18022,county20,1,2016,5,5,8.7,2.2,2.2,30.9,20.1,24.7,83.0,983.4
18023,county20,1,2016,5,6,4.7,2.3,2.3,27.7,20.0,23.5,84.0,984.5
18024,county20,1,2016,5,7,1.4,1.7,1.7,27.7,21.4,23.1,90.0,984.7
18025,county20,1,2016,5,8,0.0,4.7,4.7,23.3,16.3,17.5,90.0,989.5
18026,county20,1,2016,5,9,0.0,3.4,3.4,17.4,15.8,16.6,91.0,987.7
18027,county20,1,2016,5,10,9.9,2.3,2.3,27.3,16.5,20.9,73.0,989.1
18028,county20,1,2016,5,11,11.4,1.3,1.3,31.0,16.2,22.8,69.0,986.9
18029,county20,1,2016,5,12,9.1,1.7,1.7,32.0,18.9,25.0,70.0,984.7
18030,county20,1,2016,5,13,1.8,2.7,2.7,28.4,23.6,25.2,76.0,989.2
18031,county20,1,2016,5,14,3.9,1.6,1.6,29.9,22.6,25.7,80.0,988.7
18032,county20,1,2016,5,15,0.6,3.8,3.8,27.1,15.7,19.2,83.0,993.5
18033,county20,1,2016,5,16,11.4,2.6,2.6,24.8,14.5,19.4,63.0,993.6
18034,county20,1,2016,5,17,10.3,1.6,1.6,28.4,14.1,20.6,63.0,989.5
18035,county20,1,2016,5,18,0.0,2.1,2.1,24.1,19.8,20.5,79.0,988.2
18036,county20,1,2016,5,19,0.0,1.8,1.8,20.2,18.6,19.2,94.0,984.9
18037,county20,1,2016,5,20,0.0,3.3,3.3,22.0,19.5,20.5,92.0,984.0
18038,county20,1,2016,5,21,3.5,4.0,4.0,24.9,19.3,21.0,82.0,988.8
18039,county20,1,2016,5,22,0.0,3.7,3.7,23.2,18.8,20.8,74.0,990.6
18040,county20,1,2016,5,23,0.5,3.1,3.1,22.6,18.9,20.8,79.0,989.5
18041,county20,1,2016,5,24,0.0,1.0,1.0,21.7,19.3,19.8,90.0,988.1
18042,county20,1,2016,5,25,0.0,1.7,1.7,26.8,19.0,21.7,88.0,984.5
18043,county20,1,2016,5,26,2.7,2.6,2.6,29.2,21.4,23.9,88.0,984.8
18044,county20,1,2016,5,27,6.5,5.3,5.3,24.7,18.1,21.1,85.0,985.9
18045,county20,1,2016,5,28,0.0,3.5,3.5,22.1,19.1,20.5,89.0,985.1
18046,county20,1,2016,5,29,0.0,2.7,2.7,22.7,18.5,20.2,90.0,986.1
18047,county20,1,2016,5,30,6.9,1.0,1.0,32.0,20.7,24.7,85.0,985.1
18048,county20,1,2016,5,31,4.4,2.3,2.3,32.7,25.4,28.3,78.0,982.8
18049,county20,1,2016,6,1,9.6,4.3,4.3,33.8,27.6,30.5,66.0,981.4
18050,county20,1,2016,6,2,9.2,3.1,3.1,35.8,25.0,28.6,77.0,980.0
18051,county20,1,2016,6,3,0.0,2.3,2.3,26.8,21.1,21.9,92.0,983.8
18052,county20,1,2016,6,4,3.7,1.9,1.9,27.1,20.0,22.9,83.0,986.0
18053,county20,1,2016,6,5,9.5,1.5,1.5,31.9,20.9,25.9,79.0,985.4
18054,county20,1,2016,6,6,11.5,1.3,1.3,35.8,23.5,28.5,72.0,984.9
18055,county20,1,2016,6,7,8.1,1.4,1.4,33.0,23.6,28.4,74.0,984.8
18056,county20,1,2016,6,8,8.2,3.7,3.7,30.9,23.1,26.6,76.0,984.2
18057,county20,1,2016,6,9,1.2,3.6,3.6,29.9,25.6,27.5,74.0,983.9
18058,county20,1,2016,6,10,4.6,1.1,1.1,32.2,24.8,28.1,77.0,982.8
18059,county20,1,2016,6,11,0.0,1.3,1.3,29.1,24.7,26.8,83.0,981.9
18060,county20,1,2016,6,12,1.4,3.1,3.1,29.3,24.4,26.2,87.0,982.0
18061,county20,1,2016,6,13,0.9,2.0,2.0,27.3,23.7,25.1,87.0,981.8
18062,county20,1,2016,6,14,0.7,1.7,1.7,28.6,24.4,25.7,91.0,979.5
18063,county20,1,2016,6,15,0.0,3.4,3.4,27.7,20.2,24.1,93.0,980.3
18064,county20,1,2016,6,16,3.7,1.5,1.5,27.4,18.0,22.2,79.0,986.6
18065,county20,1,2016,6,17,6.3,1.7,1.7,29.0,20.5,24.5,78.0,984.2
18066,county20,1,2016,6,18,5.6,2.5,2.5,33.0,24.0,28.4,73.0,983.6
18067,county20,1,2016,6,19,6.2,1.4,1.4,33.0,26.7,29.1,74.0,983.8
18068,county20,1,2016,6,20,5.2,2.6,2.6,33.6,26.6,29.1,71.0,982.6
18069,county20,1,2016,6,21,12.3,3.2,3.2,34.7,26.5,30.5,64.0,983.5
18070,county20,1,2016,6,22,12.4,2.7,2.7,35.1,26.4,31.0,62.0,984.2
18071,county20,1,2016,6,23,11.8,3.0,3.0,35.1,26.2,30.6,64.0,982.8
18072,county20,1,2016,6,24,10.9,2.6,2.6,34.5,27.5,30.2,66.0,983.5
18073,county20,1,2016,6,25,9.8,3.7,3.7,32.5,26.1,28.5,78.0,985.6
18074,county20,1,2016,6,26,8.7,2.8,2.8,34.8,22.7,27.4,76.0,986.5
18075,county20,1,2016,6,27,12.0,2.6,2.6,36.1,25.6,30.9,66.0,983.8
18076,county20,1,2016,6,28,10.8,2.2,2.2,35.7,26.5,30.9,66.0,983.4
18077,county20,1,2016,6,29,6.2,2.5,2.5,34.1,27.6,30.4,68.0,985.1
18078,county20,1,2016,6,30,3.4,2.1,2.1,32.0,25.4,28.4,76.0,984.2
18079,county20,1,2016,7,1,1.5,2.2,2.2,30.7,26.0,27.6,80.0,982.2
18080,county20,1,2016,7,2,0.0,1.6,1.6,28.5,25.1,26.5,87.0,982.9
18081,county20,1,2016,7,3,0.0,1.2,1.2,26.8,24.3,25.5,92.0,982.5
18082,county20,1,2016,7,4,0.0,1.6,1.6,28.8,24.8,26.8,87.0,980.3
18083,county20,1,2016,7,5,1.5,1.0,1.0,29.2,24.8,26.3,90.0,983.3
18084,county20,1,2016,7,6,8.5,1.5,1.5,33.2,23.8,27.4,80.0,986.0
18085,county20,1,2016,7,7,11.3,1.8,1.8,35.2,25.0,29.6,75.0,984.8
18086,county20,1,2016,7,8,11.1,1.7,1.7,35.8,25.5,30.5,73.0,981.3
18087,county20,1,2016,7,9,10.3,1.6,1.6,37.1,26.3,31.0,72.0,978.4
18088,county20,1,2016,7,10,6.6,2.3,2.3,35.4,26.0,29.7,75.0,977.0
18089,county20,1,2016,7,11,8.5,1.6,1.6,34.8,25.5,29.1,77.0,978.2
18090,county20,1,2016,7,12,1.6,1.6,1.6,32.7,26.7,29.9,76.0,978.6
18091,county20,1,2016,7,13,5.5,2.1,2.1,32.9,27.2,30.0,75.0,979.3
18092,county20,1,2016,7,14,10.0,2.1,2.1,34.3,26.9,29.2,76.0,981.2
18093,county20,1,2016,7,15,5.6,3.4,3.4,33.3,26.4,29.2,72.0,981.4
18094,county20,1,2016,7,16,3.2,2.4,2.4,32.8,27.7,29.8,71.0,982.4
18095,county20,1,2016,7,17,6.4,1.8,1.8,32.6,27.9,30.0,74.0,982.9
18096,county20,1,2016,7,18,8.9,2.0,2.0,33.9,27.1,30.0,74.0,980.8
18097,county20,1,2016,7,19,7.1,2.7,2.7,34.8,27.6,30.7,65.0,979.8
18098,county20,1,2016,7,20,1.7,2.7,2.7,33.1,28.0,29.8,68.0,981.4
18099,county20,1,2016,7,21,10.8,3.0,3.0,34.1,27.4,30.4,63.0,984.4
18100,county20,1,2016,7,22,11.8,3.1,3.1,34.9,26.8,30.6,63.0,985.0
18101,county20,1,2016,7,23,12.1,2.3,2.3,35.6,27.3,31.2,61.0,984.2
18102,county20,1,2016,7,24,11.9,2.4,2.4,37.1,26.3,31.7,61.0,984.4
18103,county20,1,2016,7,25,12.1,1.9,1.9,38.0,26.3,31.8,58.0,985.1
18104,county20,1,2016,7,26,10.2,2.1,2.1,38.0,27.0,31.6,63.0,984.0
18105,county20,1,2016,7,27,9.7,2.5,2.5,37.1,27.1,31.2,62.0,984.7
18106,county20,1,2016,7,28,9.9,3.0,3.0,35.4,26.3,31.1,57.0,985.7
18107,county20,1,2016,7,29,11.8,2.2,2.2,36.7,26.2,30.8,61.0,985.6
18108,county20,1,2016,7,30,12.0,2.0,2.0,39.2,26.0,32.0,54.0,984.6
18109,county20,1,2016,7,31,6.9,1.9,1.9,38.6,26.8,31.6,60.0,982.8
18322,county20,1,2017,3,1,8.7,2.0,2.0,20.7,7.6,13.2,69.0,999.8
18323,county20,1,2017,3,2,8.2,2.2,2.2,19.0,9.7,13.8,47.0,999.2
18324,county20,1,2017,3,3,0.0,1.3,1.3,17.8,10.6,13.7,49.0,992.4
18325,county20,1,2017,3,4,0.0,1.4,1.4,17.2,12.5,14.7,68.0,989.1
18326,county20,1,2017,3,5,0.0,3.8,3.8,15.8,10.6,11.1,90.0,991.8
18327,county20,1,2017,3,6,0.0,2.8,2.8,13.5,10.2,11.4,86.0,996.0
18328,county20,1,2017,3,7,0.0,3.7,3.7,12.2,10.6,11.2,86.0,996.4
18329,county20,1,2017,3,8,0.0,2.0,2.0,15.1,9.0,11.6,79.0,997.7
18330,county20,1,2017,3,9,0.0,0.8,0.8,12.5,10.3,11.1,91.0,993.5
18331,county20,1,2017,3,10,0.0,2.0,2.0,14.8,10.5,12.1,90.0,990.4
18332,county20,1,2017,3,11,1.0,3.4,3.4,17.5,12.3,14.1,82.0,992.9
18333,county20,1,2017,3,12,0.0,1.8,1.8,14.8,12.8,13.6,93.0,990.1
18334,county20,1,2017,3,13,0.0,4.2,4.2,13.8,9.6,12.1,94.0,990.5
18335,county20,1,2017,3,14,0.0,4.8,4.8,9.6,5.9,7.2,83.0,1000.3
18336,county20,1,2017,3,15,0.0,2.8,2.8,9.4,6.8,7.8,90.0,996.9
18337,county20,1,2017,3,16,0.0,4.0,4.0,9.6,7.7,8.5,88.0,997.0
18338,county20,1,2017,3,17,0.0,2.6,2.6,10.1,8.0,8.9,90.0,995.6
18339,county20,1,2017,3,18,0.0,2.3,2.3,10.8,9.0,9.8,93.0,997.3
18340,county20,1,2017,3,19,0.0,2.3,2.3,12.0,9.6,10.5,92.0,994.9
18341,county20,1,2017,3,20,0.0,3.8,3.8,12.9,10.6,11.5,91.0,995.3
18342,county20,1,2017,3,21,0.0,3.6,3.6,12.2,10.2,11.2,88.0,996.3
18343,county20,1,2017,3,22,0.0,2.1,2.1,11.0,9.1,10.0,93.0,992.2
18344,county20,1,2017,3,23,0.6,3.5,3.5,14.9,10.2,12.1,85.0,993.2
18345,county20,1,2017,3,24,0.0,5.0,5.0,12.5,9.2,11.1,92.0,996.1
18346,county20,1,2017,3,25,0.0,3.5,3.5,14.0,8.3,10.6,78.0,1000.9
18347,county20,1,2017,3,26,7.4,2.0,2.0,20.5,9.0,13.9,66.0,1001.9
18348,county20,1,2017,3,27,7.1,1.1,1.1,23.7,9.0,15.0,67.0,999.8
18349,county20,1,2017,3,28,0.0,1.7,1.7,17.9,14.8,15.9,78.0,994.5
18350,county20,1,2017,3,29,0.0,1.4,1.4,20.8,14.6,17.0,89.0,994.6
18351,county20,1,2017,3,30,0.0,1.9,1.9,20.9,16.3,18.1,95.0,991.4
18352,county20,1,2017,3,31,0.0,3.5,3.5,19.6,13.0,14.1,78.0,999.3
18353,county20,1,2017,4,1,10.9,2.4,2.4,21.9,9.8,15.4,61.0,1000.6
18354,county20,1,2017,4,2,10.9,1.0,1.0,27.2,10.0,18.3,55.0,997.6
18355,county20,1,2017,4,3,5.4,2.6,2.6,26.1,16.0,20.4,54.0,993.5
18356,county20,1,2017,4,4,0.0,2.0,2.0,22.4,19.0,19.9,66.0,991.8
18357,county20,1,2017,4,5,0.0,1.4,1.4,22.2,17.3,19.9,79.0,989.0
18358,county20,1,2017,4,6,1.4,1.8,1.8,25.4,18.8,21.4,81.0,986.8
18359,county20,1,2017,4,7,7.9,1.5,1.5,31.1,19.9,24.3,76.0,986.3
18360,county20,1,2017,4,8,0.3,1.6,1.6,27.2,21.9,23.7,87.0,984.4
18361,county20,1,2017,4,9,0.0,2.4,2.4,24.8,20.4,22.4,92.0,982.3
18362,county20,1,2017,4,10,0.0,5.9,5.9,20.4,12.2,13.8,86.0,986.3
18363,county20,1,2017,4,11,0.0,4.6,4.6,13.5,10.3,11.8,81.0,992.2
18364,county20,1,2017,4,12,5.1,3.3,3.3,19.0,11.0,14.5,74.0,995.7
18365,county20,1,2017,4,13,10.9,1.5,1.5,25.3,10.9,17.2,69.0,995.2
18366,county20,1,2017,4,14,9.0,2.8,2.8,28.7,13.7,20.6,65.0,989.3
18367,county20,1,2017,4,15,0.0,2.0,2.0,25.1,21.0,22.2,84.0,987.4
18368,county20,1,2017,4,16,2.5,2.2,2.2,28.4,19.9,23.8,83.0,987.2
18369,county20,1,2017,4,17,0.0,3.5,3.5,26.3,16.5,19.5,83.0,990.1
18370,county20,1,2017,4,18,5.5,0.8,0.8,27.0,15.5,20.8,80.0,987.2
18371,county20,1,2017,4,19,6.7,2.1,2.1,28.5,20.6,23.9,76.0,983.4
18372,county20,1,2017,4,20,1.3,2.9,2.9,25.0,20.7,21.9,85.0,986.2
18373,county20,1,2017,4,21,0.0,6.1,6.1,21.0,14.5,15.9,76.0,992.2
18374,county20,1,2017,4,22,9.5,2.7,2.7,22.3,12.4,17.1,56.0,994.1
18375,county20,1,2017,4,23,10.6,1.7,1.7,27.3,11.6,19.1,57.0,991.5
18376,county20,1,2017,4,24,5.7,1.4,1.4,27.4,16.7,21.7,64.0,989.2
18377,county20,1,2017,4,25,0.4,1.5,1.5,23.7,19.8,21.7,85.0,986.8
18378,county20,1,2017,4,26,0.0,6.1,6.1,22.8,15.7,17.4,91.0,991.6
18379,county20,1,2017,4,27,0.5,3.5,3.5,19.6,14.5,16.7,80.0,995.8
18380,county20,1,2017,4,28,9.8,1.4,1.4,25.4,13.3,18.5,67.0,994.5
18381,county20,1,2017,4,29,11.3,1.4,1.4,29.5,13.0,20.5,59.0,990.9
18382,county20,1,2017,4,30,2.5,1.9,1.9,27.4,18.7,22.2,69.0,987.5
18383,county20,1,2017,5,1,0.0,1.1,1.1,23.7,19.9,20.8,90.0,987.5
18384,county20,1,2017,5,2,2.9,1.9,1.9,27.2,20.0,22.9,85.0,987.3
18385,county20,1,2017,5,3,4.7,1.4,1.4,31.4,21.0,25.6,81.0,984.0
18386,county20,1,2017,5,4,8.9,5.1,5.1,28.3,18.8,21.8,67.0,991.8
18387,county20,1,2017,5,5,10.1,2.6,2.6,28.2,17.4,23.2,61.0,993.0
18388,county20,1,2017,5,6,6.0,3.1,3.1,28.0,20.1,24.0,60.0,994.3
18389,county20,1,2017,5,7,0.3,3.9,3.9,24.7,19.3,20.3,74.0,991.9
18390,county20,1,2017,5,8,0.4,1.8,1.8,22.5,18.5,19.6,90.0,989.3
18391,county20,1,2017,5,9,9.5,1.4,1.4,30.0,16.9,22.6,74.0,990.8
18392,county20,1,2017,5,10,10.8,1.5,1.5,33.1,18.5,25.2,71.0,990.1
18393,county20,1,2017,5,11,6.8,2.0,2.0,30.3,22.8,26.1,76.0,988.6
18394,county20,1,2017,5,12,5.4,1.5,1.5,28.9,20.7,23.8,77.0,989.1
18395,county20,1,2017,5,13,12.2,1.4,1.4,32.8,18.3,24.9,61.0,987.3
18396,county20,1,2017,5,14,11.6,1.5,1.5,33.5,18.6,25.8,60.0,986.5
18397,county20,1,2017,5,15,0.0,2.2,2.2,29.0,19.4,21.7,83.0,988.4
18398,county20,1,2017,5,16,6.9,2.0,2.0,26.9,18.1,22.1,77.0,989.3
18399,county20,1,2017,5,17,10.2,1.9,1.9,29.2,18.4,23.5,61.0,988.3
18400,county20,1,2017,5,18,6.5,1.6,1.6,29.2,17.3,23.3,63.0,989.0
18401,county20,1,2017,5,19,0.0,0.9,0.9,25.5,20.6,21.9,86.0,988.6
18402,county20,1,2017,5,20,0.0,1.1,1.1,25.9,21.2,23.1,88.0,985.8
18403,county20,1,2017,5,21,0.9,1.0,1.0,28.7,21.8,24.0,88.0,984.2
18404,county20,1,2017,5,22,7.8,1.6,1.6,31.7,23.0,26.5,82.0,983.1
18405,county20,1,2017,5,23,0.0,4.2,4.2,28.5,20.0,23.1,90.0,985.1
18406,county20,1,2017,5,24,0.0,2.3,2.3,21.8,18.5,20.1,79.0,990.0
18407,county20,1,2017,5,25,1.4,1.6,1.6,25.3,19.2,22.0,65.0,990.6
18408,county20,1,2017,5,26,12.3,1.3,1.3,29.5,15.5,22.1,64.0,989.6
18409,county20,1,2017,5,27,11.8,1.5,1.5,30.9,16.7,23.6,58.0,988.7
18410,county20,1,2017,5,28,12.1,1.6,1.6,33.3,17.3,24.9,53.0,987.6
18411,county20,1,2017,5,29,9.6,1.4,1.4,32.4,18.3,24.7,59.0,986.4
18412,county20,1,2017,5,30,8.8,2.5,2.5,32.9,21.3,27.0,63.0,985.1
18413,county20,1,2017,5,31,8.1,2.3,2.3,32.3,23.8,27.9,69.0,981.9
18414,county20,1,2017,6,1,0.0,3.2,3.2,29.8,22.6,26.7,79.0,977.4
18415,county20,1,2017,6,2,1.0,1.5,1.5,27.8,22.4,24.8,80.0,980.2
18416,county20,1,2017,6,3,0.0,1.5,1.5,26.1,22.1,23.7,89.0,980.5
18417,county20,1,2017,6,4,3.1,1.9,1.9,28.7,23.1,25.1,86.0,979.2
18418,county20,1,2017,6,5,1.2,1.1,1.1,31.2,24.3,25.6,91.0,979.6
18419,county20,1,2017,6,6,0.0,2.2,2.2,25.8,18.6,20.8,92.0,987.8
18420,county20,1,2017,6,7,5.5,1.3,1.3,28.4,19.1,22.4,84.0,988.9
18421,county20,1,2017,6,8,8.7,1.2,1.2,32.5,22.5,27.2,77.0,986.5
18422,county20,1,2017,6,9,4.4,1.2,1.2,31.8,22.9,26.4,85.0,984.7
18423,county20,1,2017,6,10,7.6,2.4,2.4,32.7,25.5,28.4,74.0,983.6
18424,county20,1,2017,6,11,7.2,2.8,2.8,33.4,25.3,27.8,81.0,983.4
18425,county20,1,2017,6,12,5.2,3.2,3.2,31.2,23.9,26.7,84.0,983.5
18426,county20,1,2017,6,13,1.2,3.2,3.2,28.2,24.3,25.5,89.0,983.8
18427,county20,1,2017,6,14,0.0,3.9,3.9,24.8,21.8,22.4,91.0,987.2
18428,county20,1,2017,6,15,0.0,2.3,2.3,23.0,21.1,22.0,93.0,985.8
18429,county20,1,2017,6,16,0.0,3.7,3.7,22.4,19.6,20.4,93.0,985.1
18430,county20,1,2017,6,17,0.4,1.7,1.7,24.6,20.0,21.8,88.0,983.6
18431,county20,1,2017,6,18,4.8,1.5,1.5,28.6,20.8,24.0,81.0,982.9
18432,county20,1,2017,6,19,2.4,1.2,1.2,30.5,22.1,25.8,79.0,981.8
18433,county20,1,2017,6,20,0.0,1.6,1.6,27.3,23.5,24.5,90.0,981.0
18434,county20,1,2017,6,21,1.8,1.2,1.2,30.3,23.0,25.7,87.0,980.2
18435,county20,1,2017,6,22,3.4,1.3,1.3,31.3,24.2,26.7,85.0,982.1
18436,county20,1,2017,6,23,0.0,1.4,1.4,28.7,25.1,26.8,87.0,981.7
